ID,Age,Experience,Income,Gender,ZIP Code,Family,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,marital,default,job,housing,contact,balance
2174,65,40,162,Female,94596,1,1,0,0,0,0,1,0,single,no,services,no,cellular,93
2175,55,29,64,Female,93063,4,3,0,0,0,0,1,0,married,no,management,no,cellular,29
2176,52,27,30,Female,94305,2,2,0,0,0,0,1,1,single,no,blue-collar,no,telephone,-188
2177,39,13,52,Female,95039,3,3,0,0,1,0,0,1,divorced,no,technician,yes,cellular,105
2178,35,11,42,Female,93108,1,3,0,0,0,0,1,0,married,no,services,yes,cellular,-768
2179,39,15,79,Female,92028,2,2,219,0,0,0,0,0,married,no,blue-collar,yes,cellular,324
2180,34,10,34,Female,93407,1,1,164,0,0,0,0,0,married,no,technician,yes,cellular,6
2181,30,5,123,Female,95605,2,1,0,0,0,0,1,0,married,no,services,no,cellular,100
2182,37,12,160,Female,94305,2,1,0,0,0,0,0,0,single,no,management,yes,cellular,2987
2183,41,14,51,Female,91320,3,2,0,0,0,0,1,0,married,no,housemaid,yes,cellular,12939
2184,31,7,108,Female,94507,1,1,0,0,0,0,1,0,divorced,no,unemployed,yes,cellular,256
2185,37,13,158,Female,93943,2,2,0,1,0,1,1,1,married,no,retired,no,cellular,975
2186,49,23,68,Female,90024,1,2,0,0,0,0,0,0,married,no,admin.,no,cellular,-444
2187,58,33,42,Female,91380,2,3,0,0,0,0,1,0,married,no,management,yes,cellular,96
2188,45,15,32,Female,94143,1,3,105,0,0,0,1,0,married,no,technician,yes,telephone,2707
2189,40,14,22,Female,94566,2,3,0,0,0,0,0,0,divorced,no,blue-collar,yes,cellular,17
2190,34,8,29,Female,90025,2,3,0,0,0,0,1,1,single,no,blue-collar,no,cellular,-35
2191,62,36,183,Female,90095,2,3,0,1,0,0,0,0,married,no,technician,no,cellular,0
2192,54,30,69,Female,92009,1,3,0,0,0,0,1,1,divorced,no,services,yes,cellular,28
2193,26,2,92,Female,96001,2,1,0,0,0,0,1,0,single,no,services,no,cellular,85
2194,54,30,40,Female,90024,2,3,0,0,0,0,0,0,married,no,management,no,cellular,782
2195,29,4,9,Female,92037,4,3,86,0,0,0,1,1,single,no,services,yes,cellular,133
2196,48,23,128,Female,94309,1,1,0,0,0,0,1,1,single,no,technician,yes,cellular,127
2197,27,3,110,Female,96150,2,1,294,0,1,0,0,1,divorced,no,self-employed,yes,cellular,41
2198,42,18,171,Female,90027,2,1,0,0,0,0,1,0,married,no,technician,no,cellular,272
2199,25,1,13,Female,95814,4,1,95,0,0,0,0,1,married,no,technician,yes,cellular,714
2200,45,19,25,Female,94609,2,3,102,0,0,0,1,0,married,no,technician,yes,cellular,77
2201,34,9,123,Female,94553,1,2,0,1,0,0,1,0,divorced,no,management,yes,cellular,1315
2202,51,27,33,Female,92037,4,1,83,0,0,0,1,0,married,no,blue-collar,yes,cellular,0
2203,51,24,189,Female,95211,4,2,0,1,0,0,1,0,married,no,management,yes,cellular,23
2204,60,35,34,Female,94102,1,3,0,0,0,0,1,0,married,no,services,no,cellular,651
2205,59,35,58,Female,91355,1,2,0,0,0,0,1,0,married,no,management,yes,cellular,319
2206,49,24,51,Female,91016,1,2,98,0,0,0,0,1,married,no,blue-collar,no,cellular,50
2207,50,25,29,Female,90095,2,1,0,0,0,0,0,0,married,no,retired,yes,cellular,374
2208,41,16,111,Female,92009,2,1,0,0,0,0,0,0,single,no,admin.,no,cellular,74
2209,49,24,43,Female,94709,4,3,0,0,0,0,1,0,single,no,admin.,yes,telephone,646
2210,50,25,130,Female,91320,1,1,311,0,0,0,0,0,divorced,no,blue-collar,yes,cellular,-4
2211,63,37,20,Female,94704,2,1,76,0,0,0,0,0,single,no,blue-collar,yes,cellular,158
2212,63,37,101,Female,95819,2,1,0,0,0,0,0,0,married,no,management,yes,cellular,557
2213,33,7,48,Female,92831,4,2,207,0,0,0,0,0,married,no,blue-collar,yes,cellular,2870
2214,38,12,180,Female,90245,1,3,158,1,0,0,1,0,married,no,blue-collar,yes,cellular,975
2215,64,40,92,Female,91109,2,3,185,0,1,0,1,0,divorced,no,management,yes,cellular,219
2216,36,10,33,Female,94080,3,1,0,0,0,0,0,0,single,no,management,yes,cellular,1
2217,58,33,51,Female,95006,2,2,0,0,0,0,0,0,married,no,blue-collar,no,telephone,0
2218,39,14,31,Female,92717,2,2,94,0,0,0,1,1,single,no,retired,no,cellular,119
2219,46,22,83,Female,95060,1,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,602
2220,61,37,45,Female,94610,1,1,0,0,0,0,0,0,divorced,no,admin.,yes,cellular,451
2221,53,27,89,Female,92735,1,3,146,0,0,0,1,1,divorced,no,admin.,no,cellular,1210
2222,28,3,193,Female,94501,3,2,0,1,0,0,1,0,single,no,admin.,no,cellular,-213
2223,64,40,89,Female,94707,1,1,0,0,0,0,0,0,single,no,management,yes,cellular,1010
2224,48,24,162,Female,91355,4,2,446,1,0,1,1,0,single,no,management,no,cellular,55
2225,38,13,9,Female,92634,2,2,0,0,0,0,0,0,married,no,housemaid,yes,cellular,-31
2226,52,22,58,Female,93101,4,3,223,0,0,0,1,0,married,no,blue-collar,no,cellular,907
2227,65,40,80,Female,94105,1,3,0,0,0,0,1,0,single,no,management,yes,cellular,574
2228,59,33,73,Female,92056,2,3,0,0,0,0,1,1,married,no,management,yes,cellular,2
2229,45,20,41,Female,95008,1,1,0,0,0,0,1,0,divorced,no,blue-collar,no,cellular,25
2230,53,28,74,Female,91711,3,2,0,0,1,0,0,0,married,no,technician,no,cellular,268
2231,38,12,29,Female,92084,2,3,0,0,0,0,1,0,married,no,entrepreneur,yes,cellular,4
2232,54,24,25,Female,90505,4,3,115,0,0,0,0,0,divorced,no,admin.,yes,cellular,1403
2233,25,1,98,Female,90717,1,1,0,0,0,0,1,0,married,no,blue-collar,no,cellular,184
2234,61,35,59,Female,90840,4,2,0,0,0,0,1,1,married,no,technician,no,cellular,217
2235,48,23,43,Female,90254,4,3,0,0,0,0,1,0,single,no,housemaid,yes,cellular,39
2236,46,22,72,Female,91711,4,2,149,0,0,0,1,1,married,no,blue-collar,yes,cellular,1905
2237,36,11,183,Female,94704,1,3,0,1,0,1,1,1,married,no,services,yes,telephone,1323
2238,46,20,134,Female,94575,1,1,146,0,1,0,1,0,married,no,services,yes,cellular,889
2239,59,33,140,Female,95035,2,1,262,0,0,0,1,0,single,no,admin.,no,cellular,-36
2240,59,35,39,Female,92028,1,3,0,0,0,0,1,0,married,yes,blue-collar,yes,telephone,381
2241,36,12,35,Female,95812,4,2,0,0,0,0,1,0,married,no,services,yes,cellular,249
2242,63,37,141,Female,92121,2,1,0,0,0,0,1,1,single,yes,admin.,yes,cellular,0
2243,51,24,23,Female,95616,1,2,0,0,0,0,1,0,married,no,management,yes,cellular,387
2244,30,5,134,Female,92647,1,1,0,0,0,0,1,1,single,no,technician,no,cellular,1431
2245,48,22,35,Female,92709,1,3,0,0,0,0,1,0,married,no,retired,no,cellular,808
2246,55,29,42,Female,95833,4,1,0,0,1,0,0,0,married,no,retired,no,cellular,366
2247,41,17,81,Female,92868,4,3,167,0,1,0,0,0,married,no,admin.,yes,cellular,396
2248,26,0,14,Female,94301,4,1,94,0,0,0,1,0,married,no,unemployed,no,cellular,2629
2249,41,17,45,Female,93437,1,1,172,0,1,0,1,0,single,no,technician,yes,cellular,1314
2250,54,28,79,Female,91342,3,2,150,0,0,0,1,1,married,no,housemaid,yes,telephone,0
2251,57,31,53,Female,92806,1,2,120,0,0,0,0,0,married,no,admin.,no,cellular,198
2252,54,28,33,Female,94111,2,2,0,0,0,0,0,1,married,no,management,no,cellular,2540
2253,35,11,190,Female,92093,3,2,266,1,0,0,0,0,married,no,management,yes,telephone,0
2254,60,34,60,Female,95616,1,3,103,0,0,0,0,0,married,no,housemaid,yes,cellular,258
2255,63,37,8,Female,94618,1,2,97,0,0,0,1,0,married,no,blue-collar,yes,cellular,329
2256,41,14,38,Female,95814,3,2,150,0,0,0,1,0,married,no,admin.,no,cellular,0
2257,46,22,154,Female,93109,1,1,0,0,0,0,1,0,divorced,no,blue-collar,no,cellular,1927
2258,31,5,54,Female,92173,4,2,0,0,0,0,0,0,single,no,management,yes,cellular,548
2259,58,32,41,Female,95819,3,1,0,0,0,0,1,0,married,no,management,no,cellular,1165
2260,59,35,25,Female,95827,2,1,75,0,0,0,1,0,married,no,management,yes,cellular,4
2261,46,22,53,Female,90025,2,1,109,0,0,0,0,0,married,no,blue-collar,yes,cellular,1477
2262,33,9,79,Female,94612,1,1,0,0,0,0,1,0,married,yes,management,yes,cellular,-1586
2263,56,31,13,Female,94305,4,2,76,0,0,1,1,1,married,no,blue-collar,yes,cellular,-839
2264,47,23,130,Female,91763,2,1,0,0,0,0,0,0,married,no,management,yes,cellular,394
2265,59,33,93,Female,91320,2,2,0,0,0,0,0,0,divorced,no,blue-collar,no,cellular,1228
2266,24,0,82,Female,90401,3,1,0,0,0,0,1,0,married,no,admin.,no,cellular,248
2267,39,14,15,Female,93561,2,2,92,0,0,0,0,0,married,no,management,no,cellular,296
2268,30,3,150,Female,94305,4,2,0,1,0,0,1,0,single,no,entrepreneur,no,cellular,5705
2269,55,29,131,Female,95070,2,2,0,1,0,0,0,1,married,no,services,yes,cellular,3465
2270,47,21,28,Female,92868,3,1,0,0,0,0,1,0,married,no,admin.,yes,cellular,5
2271,35,11,9,Female,93106,4,2,0,0,0,0,1,0,married,no,housemaid,yes,cellular,91
2272,47,23,88,Female,94305,4,2,0,0,0,0,0,0,single,no,housemaid,yes,cellular,145
2273,38,13,143,Female,94550,1,1,0,0,0,0,0,0,single,no,technician,no,cellular,641
2274,38,13,168,Female,92647,2,3,0,1,0,0,0,0,married,no,entrepreneur,yes,telephone,2249
2275,27,3,105,Female,94304,1,2,0,1,1,0,0,0,married,no,management,yes,cellular,3500
2276,42,18,62,Female,94305,3,3,0,0,0,0,1,0,single,no,admin.,no,cellular,116
2277,26,2,51,Female,92103,4,1,0,0,0,0,1,0,married,no,admin.,no,cellular,-480
2278,60,34,101,Female,94928,3,1,0,0,0,0,1,1,married,no,technician,yes,cellular,381
2279,27,3,90,Female,91365,3,1,0,0,0,0,1,0,married,no,management,no,cellular,0
2280,27,1,83,Female,91775,4,3,0,0,0,0,1,1,married,no,self-employed,yes,cellular,634
2281,40,15,21,Female,90034,2,3,0,0,0,0,1,0,married,no,technician,yes,cellular,106
2282,40,16,115,Female,94305,1,1,0,0,0,0,1,0,married,no,admin.,yes,telephone,4387
2283,29,3,172,Female,92093,4,1,0,1,0,0,0,0,single,no,technician,no,cellular,-138
2284,30,6,32,Female,91330,2,2,0,0,0,0,0,0,married,no,admin.,yes,cellular,73
2285,30,4,204,Female,91107,2,1,0,0,0,0,1,0,married,no,technician,yes,cellular,-357
2286,47,23,34,Female,91711,4,1,0,0,0,1,1,1,divorced,no,blue-collar,yes,cellular,1305
2287,33,7,30,Female,94920,2,3,132,0,0,0,0,0,single,no,technician,yes,cellular,80
2288,57,32,31,Female,95039,3,2,0,0,0,0,1,1,married,no,blue-collar,yes,cellular,61
2289,38,14,90,Female,94110,2,1,0,0,0,0,1,1,married,no,student,yes,cellular,119
2290,54,28,79,Female,92677,4,3,0,0,0,0,0,0,married,no,services,yes,telephone,123
2291,47,23,22,Female,94901,4,1,0,0,0,0,1,1,single,no,student,yes,cellular,61
2292,48,22,114,Female,92007,1,3,0,1,0,0,1,0,married,no,management,no,cellular,36
2293,62,36,42,Female,94122,1,3,128,0,0,0,1,0,divorced,no,admin.,no,telephone,0
2294,30,6,29,Female,92121,1,3,90,0,0,0,1,0,married,no,entrepreneur,yes,cellular,12731
2295,35,11,72,Female,94706,3,2,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,425
2296,59,35,68,Female,93117,1,3,95,0,0,0,0,0,single,no,admin.,yes,cellular,0
2297,38,13,78,Female,91942,4,3,0,0,0,0,1,0,married,no,self-employed,yes,cellular,-1668
2298,47,23,90,Female,95449,1,1,323,0,0,0,0,0,married,yes,services,no,cellular,-455
2299,57,33,170,Female,95051,2,2,0,1,0,0,0,0,divorced,no,management,no,cellular,-232
2300,42,17,14,Female,91768,2,2,0,0,0,0,1,0,married,no,blue-collar,no,telephone,1206
2301,39,15,129,Female,90035,2,1,0,0,0,0,0,0,married,no,self-employed,yes,cellular,1238
2302,53,23,39,Female,92101,3,3,87,0,0,0,1,0,married,no,entrepreneur,no,cellular,151
2303,27,3,82,Female,94305,2,1,0,0,0,0,0,1,single,no,blue-collar,no,cellular,195
2304,59,35,31,Female,94063,3,2,0,0,0,0,1,1,married,no,management,yes,telephone,220
2305,48,24,9,Female,92630,4,2,0,0,0,0,0,1,single,no,admin.,no,telephone,454
2306,62,37,15,Female,94583,3,3,91,0,0,0,0,0,married,no,technician,no,cellular,166
2307,66,41,70,Female,93711,3,1,0,0,0,0,0,0,married,no,admin.,yes,telephone,0
2308,38,13,84,Female,93403,4,3,0,0,0,0,0,0,married,no,admin.,yes,telephone,0
2309,42,17,155,Female,92806,1,1,0,0,0,0,0,1,married,no,retired,no,cellular,91
2310,47,21,89,Female,94720,2,3,0,0,0,0,1,1,married,no,services,no,cellular,0
2311,27,2,170,Female,95818,3,1,0,1,0,0,1,0,married,yes,management,yes,cellular,-1038
2312,32,7,185,Female,92009,2,1,0,0,0,1,1,1,married,no,admin.,yes,cellular,764
2313,37,13,82,Female,92373,2,1,0,0,0,0,0,0,married,no,admin.,yes,cellular,0
2314,56,31,60,Female,92009,3,1,0,0,0,0,1,0,married,no,blue-collar,no,cellular,3919
2315,39,13,58,Female,94590,2,2,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,680
2316,36,12,29,Female,94583,1,1,81,0,0,0,1,0,married,no,technician,yes,cellular,-312
2317,32,6,32,Female,92806,2,1,0,0,0,0,0,0,married,no,management,yes,cellular,16
2318,62,37,115,Female,90245,4,2,0,0,0,0,1,1,single,no,services,yes,cellular,92
2319,48,22,83,Female,91345,2,2,0,0,0,0,1,0,married,no,retired,no,cellular,1672
2320,58,32,54,Female,94035,3,2,0,0,0,0,1,1,married,no,technician,yes,cellular,522
2321,27,2,112,Female,94501,4,3,0,0,1,0,1,0,married,no,unemployed,yes,cellular,49
2322,52,26,182,Female,95818,2,2,0,1,0,0,1,0,married,no,management,no,cellular,120
2323,54,30,112,Female,94920,2,1,0,0,0,0,1,0,married,no,retired,no,cellular,127
2324,31,5,129,Female,95814,3,3,319,1,1,1,0,1,single,no,blue-collar,no,telephone,14058
2325,60,34,23,Female,94803,1,2,112,0,0,0,1,0,married,no,services,no,cellular,320
2326,34,9,198,Female,95819,2,1,422,0,0,0,1,0,married,no,blue-collar,no,telephone,-26
2327,46,22,84,Female,92692,4,3,0,0,0,0,1,0,married,no,self-employed,yes,cellular,167
2328,41,15,39,Female,91380,3,3,0,0,0,0,0,0,married,no,blue-collar,no,telephone,0
2329,62,37,129,Female,94143,1,1,0,0,0,0,1,0,married,no,management,no,cellular,4909
2330,31,7,113,Female,94542,2,2,315,0,0,0,0,0,married,no,management,yes,cellular,1880
2331,41,11,35,Female,93107,1,3,114,0,0,0,1,0,married,no,technician,yes,cellular,1142
2332,55,30,85,Female,94591,1,3,0,0,0,0,0,0,married,no,management,no,cellular,78
2333,45,19,73,Female,94086,4,1,0,0,0,0,0,0,single,no,services,yes,cellular,43
2334,51,25,70,Female,90095,1,3,0,0,1,0,1,0,married,no,technician,no,cellular,272
2335,27,2,130,Female,92182,3,1,192,1,0,0,1,0,married,no,blue-collar,yes,cellular,0
2336,30,4,39,Female,94022,1,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,808
2337,31,5,72,Female,95133,4,2,242,0,0,0,1,1,married,yes,management,no,cellular,33
2338,61,37,68,Female,90245,4,3,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,1832
2339,40,16,35,Female,94022,1,3,0,0,0,0,1,1,married,no,admin.,yes,cellular,0
2340,45,21,61,Female,95812,3,1,0,0,1,1,1,1,married,no,management,yes,cellular,964
2341,45,21,69,Female,90025,4,1,0,0,0,0,0,0,married,no,services,no,cellular,0
2342,37,13,59,Female,93907,1,2,0,0,0,0,0,0,married,no,admin.,yes,cellular,0
2343,34,8,99,Female,93460,2,3,217,0,0,0,0,0,divorced,no,blue-collar,no,telephone,543
2344,43,16,201,Female,95054,1,2,0,1,0,0,0,1,single,no,technician,yes,cellular,0
2345,42,18,130,Female,94611,2,1,0,0,0,0,0,1,married,no,management,no,cellular,29
2346,56,31,72,Female,90095,3,2,0,0,0,0,0,0,married,no,entrepreneur,no,cellular,10
2347,33,9,44,Female,94112,1,1,0,0,0,0,0,0,married,no,entrepreneur,yes,cellular,556
2348,36,10,91,Female,92028,1,3,289,0,0,0,1,0,married,no,blue-collar,yes,cellular,-11
2349,62,37,92,Female,94608,3,1,310,0,0,0,1,0,married,no,technician,yes,cellular,-179
2350,58,34,55,Female,90032,1,1,168,0,0,0,1,1,married,no,entrepreneur,yes,cellular,-142
2351,65,40,20,Female,94608,3,1,102,0,0,0,1,1,married,no,services,yes,cellular,40
2352,65,40,89,Female,90291,1,1,299,1,0,1,1,0,married,no,technician,no,cellular,80
2353,52,26,59,Female,92660,2,2,239,0,0,0,0,1,single,no,admin.,no,cellular,180
2354,64,39,8,Female,92104,3,3,87,0,0,0,0,1,married,no,blue-collar,no,cellular,723
2355,51,25,85,Female,94015,4,1,0,0,0,0,1,1,married,no,blue-collar,yes,cellular,10
2356,59,35,94,Female,94610,1,1,76,0,1,1,1,0,married,no,services,no,telephone,518
2357,52,28,22,Female,91711,2,1,0,0,0,0,1,1,married,no,management,yes,cellular,-633
2358,55,31,74,Female,94611,2,3,0,0,0,0,1,1,married,no,management,yes,telephone,958
2359,46,19,59,Female,93555,3,2,0,0,0,0,0,0,married,no,services,no,cellular,7032
2360,61,36,12,Female,93023,4,2,0,0,0,0,1,1,married,no,retired,no,cellular,119
2361,35,9,8,Female,94043,1,2,0,0,0,0,1,0,married,no,management,yes,cellular,710
2362,56,31,74,Female,94920,3,3,0,0,0,0,1,1,married,no,admin.,no,cellular,0
2363,31,5,184,Female,92064,4,2,0,1,0,1,1,1,married,yes,self-employed,yes,cellular,0
2364,44,19,34,Female,95005,4,2,0,0,0,0,0,0,married,no,services,yes,cellular,0
2365,53,27,63,Female,93109,2,3,0,0,1,0,1,0,divorced,no,retired,no,cellular,138
2366,36,12,123,Female,95060,2,2,0,1,0,1,1,1,married,no,entrepreneur,yes,cellular,294
2367,27,1,85,Female,93302,2,3,0,0,0,0,0,0,single,no,blue-collar,no,cellular,4146
2368,36,12,109,Female,94928,3,3,0,1,1,1,1,0,married,no,technician,yes,cellular,563
2369,40,15,31,Female,94720,1,3,0,0,0,0,1,0,divorced,no,unemployed,yes,cellular,79
2370,39,13,61,Female,90095,2,2,90,0,0,0,1,0,married,no,admin.,yes,cellular,-769
2371,59,35,88,Female,94923,2,1,0,0,0,0,0,1,married,no,entrepreneur,yes,cellular,83
2372,43,18,22,Female,91311,2,2,0,0,0,0,0,0,married,no,housemaid,yes,cellular,113
2373,30,4,63,Female,95008,4,2,0,0,1,0,1,0,married,no,housemaid,no,telephone,15
2374,26,1,80,Female,95616,4,1,0,0,0,0,1,1,married,no,admin.,yes,cellular,1279
2375,48,22,78,Female,94588,3,1,0,0,0,0,1,1,married,no,blue-collar,yes,cellular,0
2376,50,24,45,Female,94005,4,1,93,0,0,0,1,0,married,no,housemaid,no,cellular,0
2377,33,7,51,Female,94040,4,3,0,0,0,0,0,1,divorced,no,admin.,no,cellular,1426
2378,32,6,111,Female,95014,2,3,0,0,0,0,0,0,single,no,services,no,cellular,80
2379,34,10,45,Female,93943,3,1,153,0,0,0,1,1,married,no,services,yes,cellular,1286
2380,33,9,184,Female,94304,2,2,0,1,0,0,0,0,married,no,management,yes,cellular,3134
2381,32,5,41,Female,92008,2,2,112,0,1,0,1,0,married,no,blue-collar,no,cellular,1405
2382,55,30,69,Female,91007,4,3,0,0,1,1,1,1,single,no,technician,no,cellular,1977
2383,58,33,23,Female,91768,3,1,0,0,0,0,0,0,married,no,management,no,cellular,668
2384,47,23,160,Female,92037,2,1,0,0,0,0,0,0,divorced,no,admin.,no,cellular,2017
2385,30,5,61,Female,95605,1,2,251,0,1,1,1,0,divorced,no,services,no,cellular,138
2386,42,18,110,Female,94720,2,1,182,0,0,0,1,0,single,no,admin.,yes,cellular,168
2387,40,16,50,Female,92606,2,3,0,0,0,0,0,0,single,no,management,yes,cellular,4
2388,33,9,49,Female,94928,1,2,0,0,0,0,1,0,single,no,technician,no,cellular,187
2389,46,20,185,Female,94131,4,2,428,1,0,0,0,1,married,no,blue-collar,no,cellular,1513
2390,63,39,52,Female,90033,2,1,0,0,0,0,1,1,married,no,blue-collar,yes,cellular,5639
2391,62,37,53,Female,92028,2,1,0,0,0,0,1,0,divorced,no,management,no,cellular,-154
2392,43,17,125,Female,94720,4,2,0,1,0,0,0,0,divorced,no,management,yes,cellular,151
2393,31,5,72,Female,94542,3,1,0,0,0,0,1,0,divorced,no,admin.,no,cellular,509
2394,28,2,51,Female,94720,4,3,0,0,0,0,0,1,married,no,blue-collar,yes,cellular,-260
2395,64,39,23,Female,91768,3,1,0,0,1,0,0,0,married,no,blue-collar,yes,cellular,0
2396,27,1,41,Female,90033,1,3,0,0,0,0,0,1,married,no,admin.,no,telephone,255
2397,33,9,41,Female,95814,3,1,108,0,0,0,1,0,married,no,management,no,cellular,3760
2398,39,12,138,Female,92697,1,2,0,1,0,0,1,0,married,no,management,yes,cellular,342
2399,44,20,138,Female,94143,2,1,0,0,0,0,0,1,married,no,housemaid,no,cellular,379
2400,53,28,14,Female,94005,4,1,0,0,0,0,1,1,married,no,management,no,cellular,0
2401,42,18,145,Female,94065,2,1,505,0,0,0,0,0,married,no,technician,yes,cellular,658
2402,44,17,25,Female,95064,3,2,0,0,0,0,0,1,married,no,management,yes,cellular,727
2403,34,10,43,Female,95014,1,1,142,0,0,0,0,1,married,no,admin.,yes,cellular,-44
2404,47,22,93,Female,90266,1,2,309,0,0,0,1,0,married,no,management,yes,cellular,3064
2405,53,29,90,Female,95053,2,1,217,0,1,0,0,1,divorced,no,admin.,no,cellular,20
2406,62,36,41,Female,90245,2,3,154,0,1,0,1,0,married,no,entrepreneur,no,cellular,461
2407,61,36,169,Female,91380,2,3,106,1,0,1,1,1,married,no,management,yes,cellular,14611
2408,42,17,63,Female,95814,2,3,0,0,0,0,1,0,married,no,blue-collar,no,cellular,833
2409,48,21,23,Female,94720,3,2,95,0,0,0,0,0,married,no,management,no,cellular,333
2410,38,13,140,Female,90210,4,1,0,1,0,0,0,0,divorced,no,services,yes,cellular,797
2411,41,15,75,Female,95010,1,3,0,0,0,0,1,0,married,yes,housemaid,yes,cellular,65
2412,52,28,41,Male,94309,3,2,0,0,0,0,0,1,divorced,no,retired,yes,cellular,264
2413,31,7,10,Female,92354,1,3,81,0,0,0,1,0,married,no,services,no,telephone,443
2414,39,15,100,Female,94720,1,2,0,0,0,0,1,0,single,no,services,no,cellular,0
2415,48,22,85,Female,94105,3,1,203,0,0,0,1,0,married,no,blue-collar,no,cellular,840
2416,55,31,73,Female,95207,3,1,219,0,0,0,1,0,married,no,admin.,yes,cellular,-191
2417,29,4,130,Female,92630,2,1,0,0,0,0,0,1,single,no,self-employed,yes,cellular,82
2418,47,22,65,Female,91330,3,2,0,0,0,0,1,0,single,no,unemployed,no,cellular,145
2419,61,36,59,Female,93118,4,1,148,0,0,0,0,0,single,no,blue-collar,yes,cellular,528
2420,60,34,31,Female,91007,2,3,0,0,0,0,0,0,single,no,student,yes,cellular,963
2421,34,10,134,Female,91775,1,1,0,0,0,0,0,0,single,no,management,no,cellular,2336
2422,45,21,11,Female,94143,4,1,106,0,0,0,1,1,single,no,management,yes,cellular,6507
2423,60,35,32,Female,93611,1,3,80,0,0,0,1,0,single,no,blue-collar,yes,cellular,118
2424,25,0,53,Female,90095,2,3,0,0,0,0,1,1,married,no,management,no,cellular,931
2425,41,17,28,Female,95616,1,1,0,0,0,0,0,1,married,no,technician,yes,cellular,251
2426,63,37,44,Female,94550,2,3,0,0,0,0,1,0,married,no,blue-collar,no,cellular,379
2427,63,39,40,Female,91304,1,1,118,0,0,0,0,1,married,no,management,no,cellular,248
2428,43,19,40,Female,94949,3,2,0,0,0,0,1,0,divorced,no,technician,yes,cellular,-154
2429,58,32,163,Female,95014,2,1,400,0,0,0,0,0,married,no,management,no,cellular,1348
2430,50,25,82,Female,91335,1,3,0,0,0,0,1,0,married,no,services,yes,cellular,10
2431,38,12,89,Female,94583,4,2,0,0,0,0,0,0,married,no,management,yes,cellular,4943
2432,54,30,78,Female,92507,4,2,0,0,0,0,1,1,married,no,services,no,telephone,553
2433,61,36,55,Female,94132,3,3,197,0,0,0,0,0,married,no,blue-collar,yes,cellular,212
2434,29,5,34,Female,92675,4,2,0,0,0,0,1,0,married,no,admin.,yes,cellular,1031
2435,39,12,108,Female,92717,4,2,301,1,0,0,0,1,married,no,admin.,yes,telephone,1813
2436,33,7,58,Female,95616,4,2,0,0,0,0,1,1,married,no,technician,yes,cellular,782
2437,23,-1,73,Female,92120,4,1,0,0,0,0,1,0,divorced,no,retired,no,cellular,129
2438,56,31,54,Female,91380,4,1,0,0,0,0,1,0,divorced,no,admin.,yes,cellular,587
2439,54,30,45,Female,92182,4,2,0,0,0,0,0,1,divorced,no,blue-collar,yes,telephone,-277
2440,37,11,123,Female,94720,1,2,0,1,1,1,1,0,married,no,management,yes,cellular,1564
2441,38,12,93,Female,95616,1,1,267,0,0,0,1,0,married,no,technician,yes,cellular,133
2442,34,9,102,Female,92115,4,2,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,1
2443,53,29,39,Female,92626,3,1,0,0,0,0,1,0,married,no,management,no,cellular,50
2444,65,40,114,Female,94608,4,2,0,0,0,0,0,1,married,no,management,yes,cellular,0
2445,62,37,29,Female,91030,1,3,0,0,0,0,0,1,divorced,no,services,no,cellular,21
2446,51,25,30,Female,91116,3,2,144,0,0,0,0,1,single,no,services,yes,cellular,2251
2447,31,5,22,Female,91401,1,3,0,0,0,0,0,0,married,no,technician,yes,cellular,2951
2448,64,38,38,Female,94305,2,1,186,0,0,0,1,1,single,no,services,no,cellular,-189
2449,39,15,41,Female,90028,2,1,0,0,0,0,0,0,married,no,management,yes,cellular,555
2450,28,3,161,Female,92646,4,3,422,1,0,1,1,1,married,no,blue-collar,yes,cellular,216
2451,60,35,38,Female,94701,3,2,0,0,0,0,1,1,married,no,management,yes,cellular,4
2452,47,23,25,Female,93106,1,3,0,0,0,0,1,0,married,no,admin.,no,cellular,-797
2453,25,1,70,Female,93010,4,1,218,0,0,0,1,0,married,no,technician,yes,cellular,348
2454,44,19,201,Female,95819,2,1,0,0,0,0,1,1,divorced,no,technician,no,cellular,291
2455,51,26,42,Female,92103,2,3,0,0,0,0,1,1,single,no,technician,yes,cellular,406
2456,31,7,64,Female,94720,1,1,0,0,0,0,1,0,married,no,management,no,cellular,3516
2457,32,7,28,Female,90034,4,3,0,0,0,0,0,0,divorced,no,management,yes,cellular,429
2458,51,25,119,Female,93940,1,1,208,0,0,0,1,1,married,no,blue-collar,no,cellular,-99
2459,25,1,28,Female,94596,1,3,0,0,0,0,1,0,divorced,no,services,yes,cellular,282
2460,43,19,60,Female,94104,3,3,0,0,0,0,1,0,married,no,technician,yes,cellular,3530
2461,54,29,23,Female,93955,1,2,0,0,0,0,0,0,married,no,management,yes,cellular,489
2414,39,15,100,Female,94720,1,2,0,0,0,0,1,0,single,no,services,no,cellular,0
2463,54,30,39,Female,95211,2,1,0,0,0,0,0,1,divorced,no,technician,no,cellular,1803
